"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "4.16 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "4.16 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "4.16 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "4.16 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "4.16 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
3796, 1454.8, 19.9019, 3356.23, 3549.99, 1436.31, 790.556, 3273, 3735.69, 0, 0, 0, 0, 18.4833, 36.5048, 83.2662, 166.882, 18.4833, 36.5048, 0, 0, 83.2662, 0, 18.4832, 9.77753E-006, 17.384, 0.487929, 17.8719, 0.611317, 0, 0, 0, 0, 18.4833, 0, 0, 0, 0, 0, 0, 18.4832, 0, 0, 0, 0, 0, 0, 9.77753E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1436.31, 0, 0, 0, 0, 0, 0
3797, 1476.42, 32.991, 3356.23, 3549.99, 1457.56, 802.222, 3273, 3735.69, 0, 0, 0, 0, 18.8798, 37.3013, 83.2662, 166.882, 18.8798, 37.3013, 0, 0, 83.2662, 0, 18.8798, 9.8728E-006, 17.7489, 0.50317, 18.2521, 0.627748, 0, 0, 0, 0, 18.8798, 0, 0, 0, 0, 0, 0, 18.8798, 0, 0, 0, 0, 0, 0, 9.8728E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1457.56, 0, 0, 0, 0, 0, 0
3798, 1606.43, 111.93, 3356.23, 3549.99, 1584.98, 872.263, 3273, 3735.69, 0, 0, 0, 0, 21.4462, 42.4581, 83.2662, 166.882, 21.4462, 42.4581, 0, 0, 83.2662, 0, 21.4462, 1.05527E-005, 20.1132, 0.600992, 20.7142, 0.732022, 0, 0, 0, 0, 21.4462, 0, 0, 0, 0, 0, 0, 21.4462, 0, 0, 0, 0, 0, 0, 1.05527E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1584.98, 0, 0, 0, 0, 0, 0
3799, 1889.24, 278.58, 3356.23, 3549.99, 1861.09, 1024.05, 3273, 3735.69, 0, 0, 0, 0, 28.1416, 55.9275, 83.2662, 166.882, 28.1416, 55.9275, 0, 0, 83.2662, 0, 28.1416, 1.25942E-005, 26.2875, 0.865448, 27.1529, 0.988728, 0, 0, 0, 0, 28.1416, 0, 0, 0, 0, 0, 0, 28.1416, 0, 0, 0, 0, 0, 0, 1.25942E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1861.09, 0, 0, 0, 0, 0, 0
3800, 2146.43, 431.35, 3356.23, 3549.99, 2110.94, 1161.29, 3273, 3735.69, 0, 0, 0, 0, 35.4709, 70.6687, 83.2662, 166.882, 35.4709, 70.6687, 0, 0, 83.2662, 0, 35.4709, 1.5005E-005, 33.1013, 1.11262, 34.2139, 1.257, 0, 0, 0, 0, 35.4709, 0, 0, 0, 0, 0, 0, 35.4709, 0, 0, 0, 0, 0, 0, 1.5005E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2110.94, 0, 0, 0, 0, 0, 0
3801, 2257.86, 490.093, 3356.23, 3549.99, 2219.28, 1221.19, 3273, 3735.69, 0, 0, 0, 0, 38.5948, 76.9399, 83.2662, 166.882, 38.5948, 76.9399, 0, 0, 83.2662, 0, 38.5948, 1.60388E-005, 36.0046, 1.21986, 37.2244, 1.37039, 0, 0, 0, 0, 38.5948, 0, 0, 0, 0, 0, 0, 38.5948, 0, 0, 0, 0, 0, 0, 1.60388E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2219.28, 0, 0, 0, 0, 0, 0
3802, 2344.37, 544.338, 3356.23, 3549.99, 2302.91, 1267.12, 3273, 3735.69, 12.7127, 0, 12.556, 0, 41.4692, 82.7235, 83.2662, 166.882, 41.4692, 82.7235, 0, 0, 83.2662, 0, 41.4691, 1.69955E-005, 38.6746, 1.31978, 39.9943, 1.4748, 0, 0, 0, 0, 41.4692, 0, 0, 0, 0, 0, 0, 41.4691, 0, 0, 0, 0, 0, 0, 1.69955E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2302.91, 0, 0, 0, 0, 0, 0
3803, 2404.36, 582.063, 3356.23, 3549.99, 2360.81, 1298.91, 3273, 3735.69, 78.2882, 0, 79.4573, 0, 43.5454, 86.9031, 83.2662, 166.882, 43.5454, 86.9031, 0, 0, 83.2662, 0, 43.5454, 1.76922E-005, 40.603, 1.39288, 41.9959, 1.54952, 0, 0, 0, 0, 43.5454, 0, 0, 0, 0, 0, 0, 43.5454, 0, 0, 0, 0, 0, 0, 1.76922E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2360.81, 0, 0, 0, 0, 0, 0
3804, 2437.14, 602.723, 3356.23, 3549.99, 2392.51, 1316.26, 3273, 3735.69, 113.859, 0, 117.252, 0, 44.7074, 89.2411, 83.2662, 166.882, 44.7074, 89.2411, 0, 0, 83.2662, 0, 44.7073, 1.80861E-005, 41.6835, 1.4326, 43.1161, 1.59126, 0, 0, 0, 0, 44.7074, 0, 0, 0, 0, 0, 0, 44.7073, 0, 0, 0, 0, 0, 0, 1.80861E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2392.51, 0, 0, 0, 0, 0, 0
3805, 2439.93, 604.483, 3356.23, 3549.99, 2395.13, 1317.75, 3273, 3735.69, 116.932, 0, 120.563, 0, 44.8079, 89.4438, 83.2662, 166.882, 44.8079, 89.4438, 0, 0, 83.2662, 0, 44.8079, 1.81168E-005, 41.7767, 1.43633, 43.213, 1.5949, 0, 0, 0, 0, 44.8079, 0, 0, 0, 0, 0, 0, 44.8079, 0, 0, 0, 0, 0, 0, 1.81168E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2395.13, 0, 0, 0, 0, 0, 0
3806, 2453, 612.731, 3356.23, 3549.99, 2407.76, 1324.66, 3273, 3735.69, 131.116, 0, 135.965, 0, 45.2777, 90.3892, 83.2662, 166.882, 45.2777, 90.3892, 0, 0, 83.2662, 0, 45.2777, 1.82791E-005, 42.2135, 1.45242, 43.6659, 1.61175, 0, 0, 0, 0, 45.2777, 0, 0, 0, 0, 0, 0, 45.2777, 0, 0, 0, 0, 0, 0, 1.82791E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2407.76, 0, 0, 0, 0, 0, 0
3807, 2450.32, 611.039, 3356.23, 3549.99, 2405.13, 1323.25, 3273, 3735.69, 128.228, 0, 132.813, 0, 45.1814, 90.1956, 83.2662, 166.882, 45.1814, 90.1956, 0, 0, 83.2662, 0, 45.1814, 1.82457E-005, 42.1238, 1.44924, 43.5731, 1.60831, 0, 0, 0, 0, 45.1814, 0, 0, 0, 0, 0, 0, 45.1814, 0, 0, 0, 0, 0, 0, 1.82457E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2405.13, 0, 0, 0, 0, 0, 0
3808, 2436.02, 602.016, 3356.23, 3549.99, 2391.31, 1315.68, 3273, 3735.69, 112.706, 0, 116.005, 0, 44.6683, 89.1629, 83.2662, 166.882, 44.6683, 89.1629, 0, 0, 83.2662, 0, 44.6683, 1.80719E-005, 41.6467, 1.43168, 43.0784, 1.5899, 0, 0, 0, 0, 44.6683, 0, 0, 0, 0, 0, 0, 44.6683, 0, 0, 0, 0, 0, 0, 1.80719E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2391.31, 0, 0, 0, 0, 0, 0
3809, 2417, 590.027, 3356.23, 3549.99, 2372.96, 1305.61, 3273, 3735.69, 92.0461, 0, 93.9467, 0, 43.9918, 87.8015, 83.2662, 166.882, 43.9918, 87.8015, 0, 0, 83.2662, 0, 43.9918, 1.78444E-005, 41.0178, 1.40839, 42.4262, 1.5656, 0, 0, 0, 0, 43.9918, 0, 0, 0, 0, 0, 0, 43.9918, 0, 0, 0, 0, 0, 0, 1.78444E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2372.96, 0, 0, 0, 0, 0, 0
3810, 2407.83, 584.251, 3356.23, 3549.99, 2364.14, 1300.75, 3273, 3735.69, 82.0654, 0, 83.4195, 0, 43.6679, 87.1495, 83.2662, 166.882, 43.6679, 87.1495, 0, 0, 83.2662, 0, 43.6678, 1.77344E-005, 40.7168, 1.39712, 42.1139, 1.55394, 0, 0, 0, 0, 43.6679, 0, 0, 0, 0, 0, 0, 43.6678, 0, 0, 0, 0, 0, 0, 1.77344E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2364.14, 0, 0, 0, 0, 0, 0
3811, 2397.95, 578.027, 3356.23, 3549.99, 2354.61, 1295.52, 3273, 3735.69, 71.318, 0, 72.1755, 0, 43.3206, 86.4507, 83.2662, 166.882, 43.3206, 86.4507, 0, 0, 83.2662, 0, 43.3206, 1.7618E-005, 40.394, 1.38513, 41.7792, 1.54143, 0, 0, 0, 0, 43.3206, 0, 0, 0, 0, 0, 0, 43.3206, 0, 0, 0, 0, 0, 0, 1.7618E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2354.61, 0, 0, 0, 0, 0, 0
3812, 2346.64, 545.754, 3356.23, 3549.99, 2304.97, 1268.33, 3273, 3735.69, 15.5296, 0, 15.3555, 0, 41.5483, 82.8843, 83.2662, 166.882, 41.5483, 82.8843, 0, 0, 83.2662, 0, 41.5483, 1.70191E-005, 38.7466, 1.32412, 40.0708, 1.47749, 0, 0, 0, 0, 41.5483, 0, 0, 0, 0, 0, 0, 41.5483, 0, 0, 0, 0, 0, 0, 1.70191E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2304.97, 0, 0, 0, 0, 0, 0
3813, 2445.61, 608.064, 3356.23, 3549.99, 2400.61, 1320.75, 3273, 3735.69, 123.091, 0, 127.23, 0, 45.0115, 89.8535, 83.2662, 166.882, 45.0115, 89.8535, 0, 0, 83.2662, 0, 45.0115, 1.81915E-005, 41.966, 1.44328, 43.4093, 1.6022, 0, 0, 0, 0, 45.0115, 0, 0, 0, 0, 0, 0, 45.0115, 0, 0, 0, 0, 0, 0, 1.81915E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2400.61, 0, 0, 0, 0, 0, 0
3814, 2500.96, 643.03, 3356.23, 3549.99, 2453.94, 1350.03, 3273, 3735.69, 183.173, 0, 193.933, 0, 47.0297, 93.9156, 83.2662, 166.882, 47.0297, 93.9156, 0, 0, 83.2662, 0, 47.0297, 1.88792E-005, 43.8426, 1.51269, 45.3553, 1.67447, 0, 0, 0, 0, 47.0297, 0, 0, 0, 0, 0, 0, 47.0297, 0, 0, 0, 0, 0, 0, 1.88792E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2453.94, 0, 0, 0, 0, 0, 0
3815, 2168.39, 434.197, 3356.23, 3549.99, 2132.63, 1173.61, 3273, 3735.69, 0, 0, 0, 0, 35.7686, 71.2538, 83.2662, 166.882, 35.7686, 71.2538, 0, 0, 83.2662, 0, 35.7686, 1.51194E-005, 33.381, 1.12076, 34.5017, 1.26686, 0, 0, 0, 0, 35.7686, 0, 0, 0, 0, 0, 0, 35.7686, 0, 0, 0, 0, 0, 0, 1.51194E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2132.63, 0, 0, 0, 0, 0, 0
3816, 1845.09, 237.356, 3356.23, 3549.99, 1818.33, 1000.91, 3273, 3735.69, 0, 0, 0, 0, 26.7752, 53.1692, 83.2662, 166.882, 26.7752, 53.1692, 0, 0, 83.2662, 0, 26.7752, 1.22613E-005, 25.0486, 0.793786, 25.8424, 0.932797, 0, 0, 0, 0, 26.7752, 0, 0, 0, 0, 0, 0, 26.7752, 0, 0, 0, 0, 0, 0, 1.22613E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1818.33, 0, 0, 0, 0, 0, 0
3817, 1635.77, 115.983, 3356.23, 3549.99, 1613.83, 888.467, 3273, 3735.69, 0, 0, 0, 0, 21.9419, 43.4568, 83.2662, 166.882, 21.9419, 43.4568, 0, 0, 83.2662, 0, 21.9419, 1.07808E-005, 20.5625, 0.630698, 21.1932, 0.7487, 0, 0, 0, 0, 21.9419, 0, 0, 0, 0, 0, 0, 21.9419, 0, 0, 0, 0, 0, 0, 1.07808E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1613.83, 0, 0, 0, 0, 0, 0
3818, 1526.12, 52.7052, 3356.23, 3549.99, 1506.42, 829.383, 3273, 3735.69, 0, 0, 0, 0, 19.7065, 38.9521, 83.2662, 166.882, 19.7065, 38.9521, 0, 0, 83.2662, 0, 19.7065, 1.01408E-005, 18.5145, 0.532394, 19.0469, 0.659599, 0, 0, 0, 0, 19.7065, 0, 0, 0, 0, 0, 0, 19.7065, 0, 0, 0, 0, 0, 0, 1.01408E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1506.42, 0, 0, 0, 0, 0, 0
3819, 1472, 30.3151, 3356.23, 3549.99, 1453.21, 799.839, 3273, 3735.69, 0, 0, 0, 0, 18.7982, 37.1374, 83.2662, 166.882, 18.7982, 37.1374, 0, 0, 83.2662, 0, 18.7982, 9.85925E-006, 17.6737, 0.500048, 18.1737, 0.624447, 0, 0, 0, 0, 18.7982, 0, 0, 0, 0, 0, 0, 18.7982, 0, 0, 0, 0, 0, 0, 9.85925E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1453.21, 0, 0, 0, 0, 0, 0
3820, 1453.09, 18.8673, 3356.23, 3549.99, 1434.62, 789.634, 3273, 3735.69, 0, 0, 0, 0, 18.4524, 36.4428, 83.2662, 166.882, 18.4524, 36.4428, 0, 0, 83.2662, 0, 18.4524, 9.7669E-006, 17.3555, 0.486758, 17.8423, 0.610106, 0, 0, 0, 0, 18.4524, 0, 0, 0, 0, 0, 0, 18.4524, 0, 0, 0, 0, 0, 0, 9.7669E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1434.62, 0, 0, 0, 0, 0, 0
3821, 1471.26, 29.8652, 3356.23, 3549.99, 1452.49, 799.437, 3273, 3735.69, 0, 0, 0, 0, 18.7845, 37.1098, 83.2662, 166.882, 18.7845, 37.1098, 0, 0, 83.2662, 0, 18.7844, 9.85455E-006, 17.6611, 0.499505, 18.1606, 0.623876, 0, 0, 0, 0, 18.7845, 0, 0, 0, 0, 0, 0, 18.7844, 0, 0, 0, 0, 0, 0, 9.85455E-006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1452.49, 0, 0, 0, 0, 0, 0
3822, 1600.04, 108.039, 3356.23, 3549.99, 1578.72, 868.826, 3273, 3735.69, 0, 0, 0, 0, 21.3128, 42.19, 83.2662, 166.882, 21.3128, 42.19, 0, 0, 83.2662, 0, 21.3128, 1.05203E-005, 19.9901, 0.595975, 20.5861, 0.726673, 0, 0, 0, 0, 21.3128, 0, 0, 0, 0, 0, 0, 21.3128, 0, 0, 0, 0, 0, 0, 1.05203E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1578.72, 0, 0, 0, 0, 0, 0
3823, 1867.1, 264.935, 3356.23, 3549.99, 1839.52, 1012.2, 3273, 3735.69, 0, 0, 0, 0, 27.5682, 54.7743, 83.2662, 166.882, 27.5682, 54.7743, 0, 0, 83.2662, 0, 27.5682, 1.24203E-005, 25.7567, 0.844582, 26.6013, 0.966836, 0, 0, 0, 0, 27.5682, 0, 0, 0, 0, 0, 0, 27.5682, 0, 0, 0, 0, 0, 0, 1.24203E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1839.52, 0, 0, 0, 0, 0, 0
3824, 2145.2, 430.582, 3356.23, 3549.99, 2109.75, 1160.63, 3273, 3735.69, 0, 0, 0, 0, 35.433, 70.5923, 83.2662, 166.882, 35.433, 70.5923, 0, 0, 83.2662, 0, 35.4329, 1.49967E-005, 33.0661, 1.11128, 34.1773, 1.2556, 0, 0, 0, 0, 35.433, 0, 0, 0, 0, 0, 0, 35.4329, 0, 0, 0, 0, 0, 0, 1.49967E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2109.75, 0, 0, 0, 0, 0, 0
3825, 2277.14, 498.817, 3356.23, 3549.99, 2237.92, 1231.49, 3273, 3735.69, 0, 0, 0, 0, 39.2382, 78.2533, 83.2662, 166.882, 39.2382, 78.2533, 0, 0, 83.2662, 0, 39.2382, 1.62859E-005, 36.5837, 1.26236, 37.8461, 1.3921, 0, 0, 0, 0, 39.2382, 0, 0, 0, 0, 0, 0, 39.2382, 0, 0, 0, 0, 0, 0, 1.62859E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2237.92, 0, 0, 0, 0, 0, 0
3826, 2368.86, 556.386, 3356.23, 3549.99, 2326.55, 1280.16, 3273, 3735.69, 39.1329, 0, 39.0796, 0, 42.3201, 84.4554, 83.2662, 166.882, 42.3201, 84.4554, 0, 0, 83.2662, 0, 42.3201, 1.7312E-005, 39.4462, 1.37009, 40.8163, 1.50381, 0, 0, 0, 0, 42.3201, 0, 0, 0, 0, 0, 0, 42.3201, 0, 0, 0, 0, 0, 0, 1.7312E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2326.55, 0, 0, 0, 0, 0, 0
3827, 2410.55, 582.628, 3356.23, 3549.99, 2366.87, 1302.25, 3273, 3735.69, 84.4466, 0, 85.9266, 0, 43.7726, 87.3784, 83.2662, 166.882, 43.7726, 87.3784, 0, 0, 83.2662, 0, 43.7726, 1.77992E-005, 40.796, 1.42038, 42.2164, 1.55613, 0, 0, 0, 0, 43.7726, 0, 0, 0, 0, 0, 0, 43.7726, 0, 0, 0, 0, 0, 0, 1.77992E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2366.87, 0, 0, 0, 0, 0, 0
3828, 2422.24, 589.993, 3356.23, 3549.99, 2378.08, 1308.44, 3273, 3735.69, 97.1874, 0, 99.4039, 0, 44.1863, 88.2113, 83.2662, 166.882, 44.1863, 88.2113, 0, 0, 83.2662, 0, 44.1863, 1.79454E-005, 41.1802, 1.43499, 42.6152, 1.57104, 0, 0, 0, 0, 44.1863, 0, 0, 0, 0, 0, 0, 44.1863, 0, 0, 0, 0, 0, 0, 1.79454E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2378.08, 0, 0, 0, 0, 0, 0
3829, 2419.8, 588.456, 3356.23, 3549.99, 2375.69, 1307.15, 3273, 3735.69, 94.5541, 0, 96.6055, 0, 44.1001, 88.038, 83.2662, 166.882, 44.1001, 88.038, 0, 0, 83.2662, 0, 44.1001, 1.7915E-005, 41.1, 1.43212, 42.5321, 1.56795, 0, 0, 0, 0, 44.1001, 0, 0, 0, 0, 0, 0, 44.1001, 0, 0, 0, 0, 0, 0, 1.7915E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2375.69, 0, 0, 0, 0, 0, 0
3830, 2424.23, 591.25, 3356.23, 3549.99, 2379.98, 1309.5, 3273, 3735.69, 99.3642, 0, 101.72, 0, 44.2572, 88.3541, 83.2662, 166.882, 44.2572, 88.3541, 0, 0, 83.2662, 0, 44.2572, 1.79661E-005, 41.246, 1.43752, 42.6836, 1.57359, 0, 0, 0, 0, 44.2572, 0, 0, 0, 0, 0, 0, 44.2572, 0, 0, 0, 0, 0, 0, 1.79661E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2379.98, 0, 0, 0, 0, 0, 0
3831, 2415.36, 585.661, 3356.23, 3549.99, 2371.4, 1304.8, 3273, 3735.69, 89.7417, 0, 91.5083, 0, 43.9433, 87.7225, 83.2662, 166.882, 43.9433, 87.7225, 0, 0, 83.2662, 0, 43.9433, 1.786E-005, 40.9543, 1.42673, 42.381, 1.56232, 0, 0, 0, 0, 43.9433, 0, 0, 0, 0, 0, 0, 43.9433, 0, 0, 0, 0, 0, 0, 1.786E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2371.4, 0, 0, 0, 0, 0, 0
3832, 2336.25, 535.891, 3356.23, 3549.99, 2295.03, 1262.87, 3273, 3735.69, 3.63596, 0, 3.57739, 0, 41.2064, 82.2142, 83.2662, 166.882, 41.2064, 82.2142, 0, 0, 83.2662, 0, 41.2064, 1.69377E-005, 38.4115, 1.33134, 39.7428, 1.46356, 0, 0, 0, 0, 41.2064, 0, 0, 0, 0, 0, 0, 41.2064, 0, 0, 0, 0, 0, 0, 1.69377E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2295.03, 0, 0, 0, 0, 0, 0
3833, 2376.69, 561.311, 3356.23, 3549.99, 2334.19, 1284.3, 3273, 3735.69, 47.6142, 0, 47.7188, 0, 42.5899, 84.9982, 83.2662, 166.882, 42.5899, 84.9982, 0, 0, 83.2662, 0, 42.5899, 1.74037E-005, 39.6971, 1.37925, 41.0764, 1.51352, 0, 0, 0, 0, 42.5899, 0, 0, 0, 0, 0, 0, 42.5899, 0, 0, 0, 0, 0, 0, 1.74037E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2334.19, 0, 0, 0, 0, 0, 0
3834, 2375.05, 560.282, 3356.23, 3549.99, 2332.52, 1283.44, 3273, 3735.69, 45.8875, 0, 45.9535, 0, 42.5341, 84.8862, 83.2662, 166.882, 42.5341, 84.8862, 0, 0, 83.2662, 0, 42.5341, 1.73859E-005, 39.6449, 1.37764, 41.0225, 1.51155, 0, 0, 0, 0, 42.5341, 0, 0, 0, 0, 0, 0, 42.5341, 0, 0, 0, 0, 0, 0, 1.73859E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2332.52, 0, 0, 0, 0, 0, 0
3835, 2383.93, 565.867, 3356.23, 3549.99, 2341.11, 1288.15, 3273, 3735.69, 55.5329, 0, 55.836, 0, 42.8416, 85.5049, 83.2662, 166.882, 42.8416, 85.5049, 0, 0, 83.2662, 0, 42.8415, 1.74863E-005, 39.9307, 1.38826, 41.3189, 1.52263, 0, 0, 0, 0, 42.8416, 0, 0, 0, 0, 0, 0, 42.8415, 0, 0, 0, 0, 0, 0, 1.74863E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2341.11, 0, 0, 0, 0, 0, 0
3836, 2451.91, 608.712, 3356.23, 3549.99, 2406.68, 1324.15, 3273, 3735.69, 129.438, 0, 134.131, 0, 45.2472, 90.3468, 83.2662, 166.882, 45.2472, 90.3468, 0, 0, 83.2662, 0, 45.2472, 1.8305E-005, 42.1662, 1.47183, 43.6381, 1.60913, 0, 0, 0, 0, 45.2472, 0, 0, 0, 0, 0, 0, 45.2472, 0, 0, 0, 0, 0, 0, 1.8305E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2406.68, 0, 0, 0, 0, 0, 0
3837, 2551.29, 671.562, 3356.23, 3549.99, 2502.36, 1376.69, 3273, 3735.69, 237.175, 0, 256.468, 0, 48.9196, 97.7392, 83.2662, 166.882, 48.9196, 97.7392, 0, 0, 83.2662, 0, 48.9196, 1.95635E-005, 45.5809, 1.59859, 47.1795, 1.74013, 0, 0, 0, 0, 48.9196, 0, 0, 0, 0, 0, 0, 48.9196, 0, 0, 0, 0, 0, 0, 1.95635E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2502.36, 0, 0, 0, 0, 0, 0
3838, 2482.83, 628.236, 3356.23, 3549.99, 2436.45, 1340.51, 3273, 3735.69, 163.012, 0, 171.207, 0, 46.3699, 92.6067, 83.2662, 166.882, 46.3699, 92.6067, 0, 0, 83.2662, 0, 46.3698, 1.86882E-005, 43.2099, 1.51082, 44.7207, 1.64915, 0, 0, 0, 0, 46.3699, 0, 0, 0, 0, 0, 0, 46.3698, 0, 0, 0, 0, 0, 0, 1.86882E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2436.45, 0, 0, 0, 0, 0, 0
3839, 2155.59, 422.867, 3356.23, 3549.99, 2120.21, 1166.84, 3273, 3735.69, 0, 0, 0, 0, 35.3943, 70.5178, 83.2662, 166.882, 35.3943, 70.5178, 0, 0, 83.2662, 0, 35.3943, 1.50326E-005, 33.0172, 1.12555, 34.1428, 1.25155, 0, 0, 0, 0, 35.3943, 0, 0, 0, 0, 0, 0, 35.3943, 0, 0, 0, 0, 0, 0, 1.50326E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2120.21, 0, 0, 0, 0, 0, 0
3840, 1847.81, 239.03, 3356.23, 3549.99, 1820.98, 1002.36, 3273, 3735.69, 0, 0, 0, 0, 26.843, 53.3057, 83.2662, 166.882, 26.843, 53.3057, 0, 0, 83.2662, 0, 26.843, 1.22849E-005, 25.1112, 0.796387, 25.9076, 0.935408, 0, 0, 0, 0, 26.843, 0, 0, 0, 0, 0, 0, 26.843, 0, 0, 0, 0, 0, 0, 1.22849E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1820.98, 0, 0, 0, 0, 0, 0
3841, 1634.04, 114.929, 3356.23, 3549.99, 1612.14, 887.536, 3273, 3735.69, 0, 0, 0, 0, 21.9055, 43.3836, 83.2662, 166.882, 21.9055, 43.3836, 0, 0, 83.2662, 0, 21.9055, 1.07713E-005, 20.5289, 0.62932, 21.1582, 0.747242, 0, 0, 0, 0, 21.9055, 0, 0, 0, 0, 0, 0, 21.9055, 0, 0, 0, 0, 0, 0, 1.07713E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1612.14, 0, 0, 0, 0, 0, 0
3842, 1529.33, 54.6529, 3356.23, 3549.99, 1509.57, 831.115, 3273, 3735.69, 0, 0, 0, 0, 19.768, 39.0756, 83.2662, 166.882, 19.768, 39.0756, 0, 0, 83.2662, 0, 19.768, 1.01556E-005, 18.5711, 0.534741, 19.1059, 0.662116, 0, 0, 0, 0, 19.768, 0, 0, 0, 0, 0, 0, 19.768, 0, 0, 0, 0, 0, 0, 1.01556E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1509.57, 0, 0, 0, 0, 0, 0
