"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "Aux1", "Aux2", "Aux3", "Aux4", "Aux5", "Aux6", "Aux7"
3274, 1945.16, 321.387, 2536.49, 2625.14, 1915.58, 1061.91, 2488.12, 2844.69, 0, 0, 2206.14, 290.562, 29.6507, 58.961, 48.434, 96.9305, 29.6507, 58.961, 0, 0, 48.434, 0, 29.6507, 1.29298E-005, 27.668, 0.922308, 28.5903, 1.06039, 0, 0, 0, 0, 29.6507, 0, 0, 0, 0, 0, 0
3275, 1927.54, 310.531, 2536.49, 2625.14, 1898.34, 1052.55, 2488.12, 2844.69, 0, 0, 2177.34, 278.998, 29.1744, 57.9985, 48.434, 96.9305, 29.1744, 57.9985, 0, 0, 48.434, 0, 29.1744, 1.27825E-005, 27.2267, 0.905521, 28.1322, 1.04223, 0, 0, 0, 0, 29.1744, 0, 0, 0, 0, 0, 0
3276, 1934.59, 314.873, 2536.49, 2625.14, 1905.24, 1056.29, 2488.12, 2844.69, 0, 0, 2188.8, 283.561, 29.3642, 58.382, 48.434, 96.9305, 29.3642, 58.382, 0, 0, 48.434, 0, 29.3642, 1.28411E-005, 27.4025, 0.912213, 28.3147, 1.04947, 0, 0, 0, 0, 29.3642, 0, 0, 0, 0, 0, 0
3277, 1927.53, 310.523, 2536.49, 2625.14, 1898.34, 1052.53, 2488.12, 2844.69, 0, 0, 2177.07, 278.727, 29.1738, 57.9973, 48.434, 96.9305, 29.1738, 57.9973, 0, 0, 48.434, 0, 29.1738, 1.2784E-005, 27.2262, 0.905454, 28.1316, 1.0422, 0, 0, 0, 0, 29.1738, 0, 0, 0, 0, 0, 0
3278, 1916.9, 303.986, 2536.49, 2625.14, 1888, 1046.88, 2488.12, 2844.69, 0, 0, 2159.07, 271.077, 28.8891, 57.4219, 48.434, 96.9305, 28.8891, 57.4219, 0, 0, 48.434, 0, 28.8891, 1.26921E-005, 26.9625, 0.895254, 27.8578, 1.03131, 0, 0, 0, 0, 28.8891, 0, 0, 0, 0, 0, 0
3279, 1874.44, 277.878, 2536.49, 2625.14, 1846.6, 1024.28, 2488.12, 2844.69, 0, 0, 2088.19, 241.581, 27.7722, 55.1647, 48.434, 96.9305, 27.7722, 55.1647, 0, 0, 48.434, 0, 27.7722, 1.23556E-005, 25.9286, 0.855174, 26.7838, 0.988435, 0, 0, 0, 0, 27.7722, 0, 0, 0, 0, 0, 0
3280, 1846.08, 260.467, 2536.49, 2625.14, 1819, 1009.16, 2488.12, 2844.69, 0, 0, 2040.64, 221.647, 27.0446, 53.6942, 48.434, 96.9305, 27.0446, 53.6942, 0, 0, 48.434, 0, 27.0446, 1.21358E-005, 25.2554, 0.828784, 26.0842, 0.960343, 0, 0, 0, 0, 27.0446, 0, 0, 0, 0, 0, 0
3281, 1782.4, 221.405, 2536.49, 2625.14, 1756.83, 975.16, 2488.12, 2844.69, 0, 0, 1938.36, 181.526, 25.4655, 50.5037, 48.434, 96.9305, 25.4655, 50.5037, 0, 0, 48.434, 0, 25.4655, 1.16702E-005, 23.7951, 0.771395, 24.5665, 0.898961, 0, 0, 0, 0, 25.4655, 0, 0, 0, 0, 0, 0
3282, 1761.08, 208.367, 2536.49, 2625.14, 1736.1, 963.763, 2488.12, 2844.69, 0, 0, 1903.85, 167.746, 24.9535, 49.4691, 48.434, 96.9305, 24.9535, 49.4691, 0, 0, 48.434, 0, 24.9535, 1.15213E-005, 23.3221, 0.752453, 24.0746, 0.878905, 0, 0, 0, 0, 24.9535, 0, 0, 0, 0, 0, 0
3283, 1771.66, 214.849, 2536.49, 2625.14, 1746.47, 969.414, 2488.12, 2844.69, 0, 0, 1919.94, 173.476, 25.206, 49.9791, 48.434, 96.9305, 25.206, 49.9791, 0, 0, 48.434, 0, 25.206, 1.15891E-005, 23.5556, 0.761598, 24.3172, 0.888793, 0, 0, 0, 0, 25.206, 0, 0, 0, 0, 0, 0
3284, 1849.57, 262.617, 2536.49, 2625.14, 1822.45, 1011.02, 2488.12, 2844.69, 0, 0, 2045.74, 223.29, 27.133, 53.8728, 48.434, 96.9305, 27.133, 53.8728, 0, 0, 48.434, 0, 27.133, 1.21617E-005, 25.3374, 0.831847, 26.1693, 0.963754, 0, 0, 0, 0, 27.133, 0, 0, 0, 0, 0, 0
3285, 1732.74, 191.028, 2536.49, 2625.14, 1708.44, 948.592, 2488.12, 2844.69, 0, 0, 1859.12, 150.679, 24.2858, 48.1201, 48.434, 96.9305, 24.2858, 48.1201, 0, 0, 48.434, 0, 24.2858, 1.13241E-005, 22.7053, 0.727819, 23.4331, 0.852649, 0, 0, 0, 0, 24.2858, 0, 0, 0, 0, 0, 0
3286, 1541.66, 74.5138, 2536.49, 2625.14, 1521.48, 845.957, 2488.12, 2844.69, 0, 0, 1589.6, 68.1257, 20.1735, 39.8152, 48.434, 96.9305, 20.1735, 39.8152, 0, 0, 48.434, 0, 20.1735, 1.01916E-005, 18.9126, 0.573361, 19.486, 0.687534, 0, 0, 0, 0, 20.1735, 0, 0, 0, 0, 0, 0
3287, 1403.74, -9.24961, 2536.49, 2625.14, 1386.13, 771.363, 2488.12, 2844.69, 0, 0, 1420.15, 34.0206, 17.6227, 34.6668, 48.434, 96.9305, 17.6227, 34.6668, 0, 0, 48.434, 0, 17.6227, 9.5535E-006, 16.5677, 0.473852, 17.0415, 0.581146, 0, 0, 0, 0, 17.6227, 0, 0, 0, 0, 0, 0
3288, 1336.13, -47.1147, 2536.49, 2625.14, 1319.66, 734.37, 2488.12, 2844.69, 0, 0, 1340.64, 20.9798, 16.4722, 32.3459, 48.434, 96.9305, 16.4722, 32.3459, 0, 0, 48.434, 0, 16.4722, 9.24064E-006, 15.5125, 0.425856, 15.9383, 0.533865, 0, 0, 0, 0, 16.4722, 0, 0, 0, 0, 0, 0
3289, 1300.8, -68.4282, 2536.49, 2625.14, 1284.89, 715.201, 2488.12, 2844.69, 0, 0, 1301.33, 16.4406, 15.9177, 31.2277, 48.434, 96.9305, 15.9177, 31.2277, 0, 0, 48.434, 0, 15.9177, 9.12111E-006, 15.0047, 0.403377, 15.4081, 0.509622, 0, 0, 0, 0, 15.9177, 0, 0, 0, 0, 0, 0
3290, 1286.69, -76.9398, 2536.49, 2625.14, 1270.98, 707.537, 2488.12, 2844.69, 0, 0, 1285.23, 14.2536, 15.7025, 30.7937, 48.434, 96.9305, 15.7025, 30.7937, 0, 0, 48.434, 0, 15.7025, 9.07516E-006, 14.8078, 0.394561, 15.2024, 0.500105, 0, 0, 0, 0, 15.7025, 0, 0, 0, 0, 0, 0
3291, 1276.09, -83.3267, 2536.49, 2625.14, 1260.54, 701.779, 2488.12, 2844.69, 0, 0, 1273.18, 12.6383, 15.5432, 30.4726, 48.434, 96.9305, 15.5432, 30.4726, 0, 0, 48.434, 0, 15.5432, 9.04174E-006, 14.6622, 0.387999, 15.0502, 0.493029, 0, 0, 0, 0, 15.5432, 0, 0, 0, 0, 0, 0
3292, 1325.5, -53.5271, 2536.49, 2625.14, 1309.23, 728.599, 2488.12, 2844.69, 0, 0, 1329.69, 20.4617, 16.3028, 32.0042, 48.434, 96.9305, 16.3028, 32.0042, 0, 0, 48.434, 0, 16.3028, 9.20696E-006, 15.3573, 0.418964, 15.7762, 0.526529, 0, 0, 0, 0, 16.3028, 0, 0, 0, 0, 0, 0
3293, 1445.68, 19.1264, 2536.49, 2625.14, 1427.35, 793.667, 2488.12, 2844.69, 0, 0, 1476.36, 49.0111, 18.3373, 36.1092, 48.434, 96.9305, 18.3373, 36.1092, 0, 0, 48.434, 0, 18.3373, 9.68054E-006, 17.2237, 0.499887, 17.7236, 0.613744, 0, 0, 0, 0, 18.3373, 0, 0, 0, 0, 0, 0
3294, 1618.96, 124.476, 2536.49, 2625.14, 1597.21, 887.128, 2488.12, 2844.69, 0, 0, 1694.1, 96.8972, 21.7372, 42.9732, 48.434, 96.9305, 21.7372, 42.9732, 0, 0, 48.434, 0, 21.7372, 1.05704E-005, 20.3539, 0.629824, 20.9837, 0.753527, 0, 0, 0, 0, 21.7372, 0, 0, 0, 0, 0, 0
3295, 1806.49, 239.032, 2536.49, 2625.14, 1780.46, 987.546, 2488.12, 2844.69, 0, 0, 1977.94, 197.477, 26.0407, 51.6663, 48.434, 96.9305, 26.0407, 51.6663, 0, 0, 48.434, 0, 26.0406, 1.17996E-005, 24.3283, 0.788332, 25.1166, 0.924047, 0, 0, 0, 0, 26.0407, 0, 0, 0, 0, 0, 0
3296, 1853.13, 264.799, 2536.49, 2625.14, 1825.9, 1012.92, 2488.12, 2844.69, 0, 0, 2051.98, 226.082, 27.2239, 54.0566, 48.434, 96.9305, 27.2239, 54.0566, 0, 0, 48.434, 0, 27.2239, 1.21887E-005, 25.4213, 0.83529, 26.2566, 0.967276, 0, 0, 0, 0, 27.2239, 0, 0, 0, 0, 0, 0
3297, 1902.63, 295.224, 2536.49, 2625.14, 1874.2, 1039.28, 2488.12, 2844.69, 0, 0, 2133.54, 259.336, 28.5093, 56.6539, 48.434, 96.9305, 28.5093, 56.6539, 0, 0, 48.434, 0, 28.5093, 1.25819E-005, 26.6112, 0.881337, 27.4925, 1.01674, 0, 0, 0, 0, 28.5093, 0, 0, 0, 0, 0, 0
3298, 1984.2, 345.433, 2536.49, 2625.14, 1953.48, 1082.65, 2488.12, 2844.69, 0, 0, 2274.88, 321.396, 30.7286, 61.14, 48.434, 96.9305, 30.7286, 61.14, 0, 0, 48.434, 0, 30.7286, 1.32645E-005, 28.6663, 0.960937, 29.6272, 1.1014, 0, 0, 0, 0, 30.7286, 0, 0, 0, 0, 0, 0
3299, 2009.68, 358.27, 2536.49, 2625.14, 1978.23, 1096.64, 2488.12, 2844.69, 0, 0, 2307.53, 329.304, 31.445, 62.5881, 48.434, 96.9305, 31.445, 62.5881, 0, 0, 48.434, 0, 31.445, 1.35261E-005, 29.3542, 0.965133, 30.3193, 1.12568, 0, 0, 0, 0, 31.445, 0, 0, 0, 0, 0, 0
3300, 2027.36, 369.197, 2536.49, 2625.14, 1995.45, 1106.02, 2488.12, 2844.69, 0, 0, 2337.79, 342.341, 31.9502, 63.6095, 48.434, 96.9305, 31.9502, 63.6095, 0, 0, 48.434, 0, 31.9502, 1.36906E-005, 29.8226, 0.982886, 30.8055, 1.14471, 0, 0, 0, 0, 31.9502, 0, 0, 0, 0, 0, 0
3301, 1988.48, 345.177, 2536.49, 2625.14, 1957.56, 1085.39, 2488.12, 2844.69, 0, 0, 2272.08, 314.528, 30.8477, 61.3809, 48.434, 96.9305, 30.8477, 61.3809, 0, 0, 48.434, 0, 30.8477, 1.33438E-005, 28.8002, 0.944396, 29.7446, 1.10311, 0, 0, 0, 0, 30.8477, 0, 0, 0, 0, 0, 0
3302, 1981.32, 340.777, 2536.49, 2625.14, 1950.66, 1081.59, 2488.12, 2844.69, 0, 0, 2259.08, 308.412, 30.6476, 60.9762, 48.434, 96.9305, 30.6476, 60.9762, 0, 0, 48.434, 0, 30.6475, 1.32791E-005, 28.6148, 0.93717, 29.552, 1.09553, 0, 0, 0, 0, 30.6476, 0, 0, 0, 0, 0, 0
3303, 1953.01, 323.314, 2536.49, 2625.14, 1923.09, 1066.55, 2488.12, 2844.69, 0, 0, 2211.37, 288.281, 29.8661, 59.3965, 48.434, 96.9305, 29.8661, 59.3965, 0, 0, 48.434, 0, 29.8661, 1.30386E-005, 27.8905, 0.909652, 28.8002, 1.06587, 0, 0, 0, 0, 29.8661, 0, 0, 0, 0, 0, 0
3304, 1928.19, 308.031, 2536.49, 2625.14, 1898.95, 1053.35, 2488.12, 2844.69, 0, 0, 2169.5, 270.547, 29.1932, 58.0364, 48.434, 96.9305, 29.1932, 58.0364, 0, 0, 48.434, 0, 29.1932, 1.28282E-005, 27.2672, 0.885773, 28.153, 1.04025, 0, 0, 0, 0, 29.1932, 0, 0, 0, 0, 0, 0
3305, 1846.64, 257.768, 2536.49, 2625.14, 1819.59, 1009.76, 2488.12, 2844.69, 0, 0, 2036.45, 216.861, 27.0622, 53.7288, 48.434, 96.9305, 27.0622, 53.7288, 0, 0, 48.434, 0, 27.0621, 1.21847E-005, 25.294, 0.809546, 26.1035, 0.958609, 0, 0, 0, 0, 27.0622, 0, 0, 0, 0, 0, 0
3306, 1779.34, 216.487, 2536.49, 2625.14, 1753.95, 973.818, 2488.12, 2844.69, 0, 0, 1930.58, 176.633, 25.3976, 50.3655, 48.434, 96.9305, 25.3976, 50.3655, 0, 0, 48.434, 0, 25.3976, 1.16908E-005, 23.754, 0.749592, 24.5035, 0.894085, 0, 0, 0, 0, 25.3976, 0, 0, 0, 0, 0, 0
3307, 1832.39, 249.034, 2536.49, 2625.14, 1805.77, 1002.16, 2488.12, 2844.69, 0, 0, 2014.53, 208.755, 26.7025, 53.0018, 48.434, 96.9305, 26.7025, 53.0018, 0, 0, 48.434, 0, 26.7024, 1.20743E-005, 24.9612, 0.796464, 25.7576, 0.944801, 0, 0, 0, 0, 26.7025, 0, 0, 0, 0, 0, 0
3308, 1860.77, 266.453, 2536.49, 2625.14, 1833.39, 1017.3, 2488.12, 2844.69, 0, 0, 2061.66, 228.267, 27.4223, 54.4567, 48.434, 96.9305, 27.4223, 54.4567, 0, 0, 48.434, 0, 27.4223, 1.22921E-005, 25.6273, 0.822395, 26.4497, 0.972614, 0, 0, 0, 0, 27.4223, 0, 0, 0, 0, 0, 0
3309, 1704.99, 170.984, 2536.49, 2625.14, 1681.33, 934.014, 2488.12, 2844.69, 0, 0, 1814.84, 133.51, 23.6562, 46.8473, 48.434, 96.9305, 23.6562, 46.8473, 0, 0, 48.434, 0, 23.6562, 1.11871E-005, 22.1445, 0.686095, 22.8306, 0.825646, 0, 0, 0, 0, 23.6562, 0, 0, 0, 0, 0, 0
3310, 1538.65, 69.5622, 2536.49, 2625.14, 1518.51, 844.586, 2488.12, 2844.69, 0, 0, 1585.47, 66.9583, 20.13, 39.726, 48.434, 96.9305, 20.13, 39.726, 0, 0, 48.434, 0, 20.13, 1.02276E-005, 18.8915, 0.554723, 19.4462, 0.683759, 0, 0, 0, 0, 20.13, 0, 0, 0, 0, 0, 0
3311, 1393.14, -15.6667, 2536.49, 2625.14, 1375.7, 765.624, 2488.12, 2844.69, 0, 0, 1407.31, 31.6048, 17.4411, 34.3005, 48.434, 96.9305, 17.4411, 34.3005, 0, 0, 48.434, 0, 17.4411, 9.50907E-006, 16.4011, 0.466666, 16.8677, 0.573402, 0, 0, 0, 0, 17.4411, 0, 0, 0, 0, 0, 0
3312, 1300.8, -68.4279, 2536.49, 2625.14, 1284.89, 715.201, 2488.12, 2844.69, 0, 0, 1301.26, 16.3704, 15.9176, 31.2275, 48.434, 96.9305, 15.9176, 31.2275, 0, 0, 48.434, 0, 15.9176, 9.12471E-006, 15.0047, 0.403331, 15.408, 0.509618, 0, 0, 0, 0, 15.9176, 0, 0, 0, 0, 0, 0
3313, 1261.98, -91.8286, 2536.49, 2625.14, 1246.62, 694.113, 2488.12, 2844.69, 0, 0, 1257.3, 10.6834, 15.3346, 30.0519, 48.434, 96.9305, 15.3346, 30.0519, 0, 0, 48.434, 0, 15.3346, 8.99938E-006, 14.4715, 0.379405, 14.8509, 0.483715, 0, 0, 0, 0, 15.3346, 0, 0, 0, 0, 0, 0
3314, 1254.89, -96.0923, 2536.49, 2625.14, 1239.66, 690.258, 2488.12, 2844.69, 0, 0, 1249.23, 9.57587, 15.231, 29.8429, 48.434, 96.9305, 15.231, 29.8429, 0, 0, 48.434, 0, 15.231, 8.97998E-006, 14.3768, 0.375059, 14.7519, 0.479068, 0, 0, 0, 0, 15.231, 0, 0, 0, 0, 0, 0
3315, 1258.42, -93.9689, 2536.49, 2625.14, 1243.14, 692.173, 2488.12, 2844.69, 0, 0, 1253.17, 10.0314, 15.2823, 29.9464, 48.434, 96.9305, 15.2823, 29.9464, 0, 0, 48.434, 0, 15.2823, 8.98863E-006, 14.4237, 0.377178, 14.8009, 0.48137, 0, 0, 0, 0, 15.2823, 0, 0, 0, 0, 0, 0
3316, 1304.3, -66.3118, 2536.49, 2625.14, 1288.37, 717.099, 2488.12, 2844.69, 0, 0, 1305.17, 16.7991, 15.9714, 31.336, 48.434, 96.9305, 15.9714, 31.336, 0, 0, 48.434, 0, 15.9714, 9.13729E-006, 15.0539, 0.405494, 15.4594, 0.511989, 0, 0, 0, 0, 15.9714, 0, 0, 0, 0, 0, 0
3317, 1396.13, -10.855, 2536.49, 2625.14, 1378.74, 766.866, 2488.12, 2844.69, 0, 0, 1414.3, 35.5629, 17.4662, 34.3511, 48.434, 96.9305, 17.4662, 34.3511, 0, 0, 48.434, 0, 17.4662, 9.47027E-006, 16.4239, 0.465491, 16.8894, 0.576789, 0, 0, 0, 0, 17.4662, 0, 0, 0, 0, 0, 0
3318, 1562.36, 89.9277, 2536.49, 2625.14, 1541.79, 856.585, 2488.12, 2844.69, 0, 0, 1621.53, 79.7364, 20.5657, 40.6074, 48.434, 96.9305, 20.5657, 40.6074, 0, 0, 48.434, 0, 20.5657, 1.02591E-005, 19.274, 0.585615, 19.8596, 0.706059, 0, 0, 0, 0, 20.5657, 0, 0, 0, 0, 0, 0
3319, 1746.33, 202.208, 2536.49, 2625.14, 1721.73, 955.404, 2488.12, 2844.69, 0, 0, 1882.93, 161.2, 24.5893, 48.7341, 48.434, 96.9305, 24.5893, 48.7341, 0, 0, 48.434, 0, 24.5893, 1.1375E-005, 22.9866, 0.735511, 23.7221, 0.867181, 0, 0, 0, 0, 24.5893, 0, 0, 0, 0, 0, 0
3320, 1814.17, 240.897, 2536.49, 2625.14, 1787.92, 992.132, 2488.12, 2844.69, 0, 0, 1988.11, 200.192, 26.2437, 52.076, 48.434, 96.9305, 26.2437, 52.076, 0, 0, 48.434, 0, 26.2437, 1.18969E-005, 24.5148, 0.79968, 25.3144, 0.929287, 0, 0, 0, 0, 26.2437, 0, 0, 0, 0, 0, 0
3321, 1874.28, 277.8, 2536.49, 2625.14, 1846.6, 1024.18, 2488.12, 2844.69, 0, 0, 2085.66, 239.059, 27.767, 55.1537, 48.434, 96.9305, 27.767, 55.1537, 0, 0, 48.434, 0, 27.767, 1.23503E-005, 25.9242, 0.854551, 26.7788, 0.988202, 0, 0, 0, 0, 27.767, 0, 0, 0, 0, 0, 0
3322, 1930.96, 312.652, 2536.49, 2625.14, 1901.79, 1054.36, 2488.12, 2844.69, 0, 0, 2181.47, 279.679, 29.2658, 58.183, 48.434, 96.9305, 29.2658, 58.183, 0, 0, 48.434, 0, 29.2658, 1.28115E-005, 27.3117, 0.908468, 28.2201, 1.0457, 0, 0, 0, 0, 29.2658, 0, 0, 0, 0, 0, 0
3323, 1916.91, 303.989, 2536.49, 2625.14, 1888, 1046.89, 2488.12, 2844.69, 0, 0, 2159.16, 271.162, 28.8893, 57.4222, 48.434, 96.9305, 28.8893, 57.4222, 0, 0, 48.434, 0, 28.8893, 1.26976E-005, 26.9627, 0.895274, 27.858, 1.03132, 0, 0, 0, 0, 28.8893, 0, 0, 0, 0, 0, 0
3324, 1948.72, 323.577, 2536.49, 2625.14, 1919.02, 1063.8, 2488.12, 2844.69, 0, 0, 2212.54, 293.518, 29.7479, 59.1575, 48.434, 96.9305, 29.7479, 59.1575, 0, 0, 48.434, 0, 29.7479, 1.29584E-005, 27.758, 0.925834, 28.6838, 1.0641, 0, 0, 0, 0, 29.7479, 0, 0, 0, 0, 0, 0
3325, 1966.46, 334.502, 2536.49, 2625.14, 1936.25, 1073.23, 2488.12, 2844.69, 0, 0, 2243.62, 307.362, 30.2353, 60.1427, 48.434, 96.9305, 30.2353, 60.1427, 0, 0, 48.434, 0, 30.2353, 1.31125E-005, 28.2093, 0.943305, 29.1526, 1.08266, 0, 0, 0, 0, 30.2353, 0, 0, 0, 0, 0, 0
3326, 1938.19, 317.082, 2536.49, 2625.14, 1908.68, 1058.21, 2488.12, 2844.69, 0, 0, 2195.8, 287.121, 29.462, 58.5799, 48.434, 96.9305, 29.462, 58.5799, 0, 0, 48.434, 0, 29.462, 1.28741E-005, 27.4929, 0.915875, 28.4088, 1.05322, 0, 0, 0, 0, 29.462, 0, 0, 0, 0, 0, 0
3327, 1867.4, 273.547, 2536.49, 2625.14, 1839.7, 1020.53, 2488.12, 2844.69, 0, 0, 2077.03, 237.33, 27.5905, 54.7976, 48.434, 96.9305, 27.5905, 54.7976, 0, 0, 48.434, 0, 27.5905, 1.2302E-005, 25.7603, 0.848727, 26.609, 0.98144, 0, 0, 0, 0, 27.5905, 0, 0, 0, 0, 0, 0
3328, 1846.07, 260.462, 2536.49, 2625.14, 1819, 1009.16, 2488.12, 2844.69, 0, 0, 2040.47, 221.478, 27.0442, 53.6935, 48.434, 96.9305, 27.0442, 53.6935, 0, 0, 48.434, 0, 27.0442, 1.21376E-005, 25.2551, 0.828741, 26.0839, 0.960328, 0, 0, 0, 0, 27.0442, 0, 0, 0, 0, 0, 0
3329, 1793, 227.906, 2536.49, 2625.14, 1767.2, 980.827, 2488.12, 2844.69, 0, 0, 1955.03, 187.837, 25.7232, 51.0243, 48.434, 96.9305, 25.7232, 51.0243, 0, 0, 48.434, 0, 25.7232, 1.17451E-005, 24.0334, 0.78078, 24.8142, 0.909021, 0, 0, 0, 0, 25.7232, 0, 0, 0, 0, 0, 0
3330, 1761.1, 208.374, 2536.49, 2625.14, 1736.1, 963.772, 2488.12, 2844.69, 0, 0, 1904.07, 167.967, 24.954, 49.4701, 48.434, 96.9305, 24.954, 49.4701, 0, 0, 48.434, 0, 24.954, 1.15185E-005, 23.3225, 0.75251, 24.075, 0.878926, 0, 0, 0, 0, 24.954, 0, 0, 0, 0, 0, 0
3331, 1757.52, 206.189, 2536.49, 2625.14, 1732.64, 961.853, 2488.12, 2844.69, 0, 0, 1897.9, 165.255, 24.8685, 49.2973, 48.434, 96.9305, 24.8685, 49.2973, 0, 0, 48.434, 0, 24.8685, 1.14925E-005, 23.2437, 0.749262, 23.9929, 0.875566, 0, 0, 0, 0, 24.8685, 0, 0, 0, 0, 0, 0
3332, 1807, 236.516, 2536.49, 2625.14, 1781.01, 988.299, 2488.12, 2844.69, 0, 0, 1975.44, 194.424, 26.0659, 51.7163, 48.434, 96.9305, 26.0659, 51.7163, 0, 0, 48.434, 0, 26.0659, 1.18423E-005, 24.3506, 0.792885, 25.1435, 0.922348, 0, 0, 0, 0, 26.0659, 0, 0, 0, 0, 0, 0
3333, 1718.58, 182.369, 2536.49, 2625.14, 1694.61, 941.008, 2488.12, 2844.69, 0, 0, 1837.14, 142.529, 23.9579, 47.4577, 48.434, 96.9305, 23.9579, 47.4577, 0, 0, 48.434, 0, 23.9578, 1.12307E-005, 22.4024, 0.715693, 23.1181, 0.839705, 0, 0, 0, 0, 23.9579, 0, 0, 0, 0, 0, 0
3334, 1601.79, 111.108, 2536.49, 2625.14, 1580.39, 878.329, 2488.12, 2844.69, 0, 0, 1668.45, 88.0582, 21.395, 42.2815, 48.434, 96.9305, 21.395, 42.2815, 0, 0, 48.434, 0, 21.395, 1.05155E-005, 20.0379, 0.619861, 20.6577, 0.737282, 0, 0, 0, 0, 21.395, 0, 0, 0, 0, 0, 0
3335, 1446.17, 16.4453, 2536.49, 2625.14, 1427.8, 794.311, 2488.12, 2844.69, 0, 0, 1472.37, 44.5716, 18.37, 36.1747, 48.434, 96.9305, 18.37, 36.1747, 0, 0, 48.434, 0, 18.37, 9.7322E-006, 17.2539, 0.503373, 17.7572, 0.612765, 0, 0, 0, 0, 18.37, 0, 0, 0, 0, 0, 0
3336, 1346.73, -40.7155, 2536.49, 2625.14, 1330.09, 740.116, 2488.12, 2844.69, 0, 0, 1352.96, 22.8682, 16.643, 32.6906, 48.434, 96.9305, 16.643, 32.6906, 0, 0, 48.434, 0, 16.643, 9.28153E-006, 15.669, 0.432741, 16.1017, 0.541294, 0, 0, 0, 0, 16.643, 0, 0, 0, 0, 0, 0
3337, 1304.34, -66.298, 2536.49, 2625.14, 1288.37, 717.119, 2488.12, 2844.69, 0, 0, 1305.4, 17.0325, 15.9721, 31.3375, 48.434, 96.9305, 15.9721, 31.3375, 0, 0, 48.434, 0, 15.9721, 9.13236E-006, 15.0545, 0.405601, 15.4601, 0.512021, 0, 0, 0, 0, 15.9721, 0, 0, 0, 0, 0, 0
3338, 1276.1, -83.3211, 2536.49, 2625.14, 1260.54, 701.787, 2488.12, 2844.69, 0, 0, 1273.25, 12.7072, 15.5435, 30.4731, 48.434, 96.9305, 15.5435, 30.4731, 0, 0, 48.434, 0, 15.5435, 9.04366E-006, 14.6624, 0.388034, 15.0505, 0.493042, 0, 0, 0, 0, 15.5435, 0, 0, 0, 0, 0, 0
3339, 1244.32, -102.463, 2536.49, 2625.14, 1229.22, 684.507, 2488.12, 2844.69, 0, 0, 1237.41, 8.19753, 15.0783, 29.5351, 48.434, 96.9305, 15.0783, 29.5351, 0, 0, 48.434, 0, 15.0783, 8.94693E-006, 14.2374, 0.368727, 14.6061, 0.4722, 0, 0, 0, 0, 15.0783, 0, 0, 0, 0, 0, 0
3340, 1276.06, -83.3404, 2536.49, 2625.14, 1260.54, 701.759, 2488.12, 2844.69, 0, 0, 1273.01, 12.4735, 15.5426, 30.4712, 48.434, 96.9305, 15.5426, 30.4712, 0, 0, 48.434, 0, 15.5426, 9.03901E-006, 14.6617, 0.387917, 15.0496, 0.492998, 0, 0, 0, 0, 15.5426, 0, 0, 0, 0, 0, 0
3341, 1311.38, -62.0473, 2536.49, 2625.14, 1295.32, 720.939, 2488.12, 2844.69, 0, 0, 1313.36, 18.0356, 16.0812, 31.5573, 48.434, 96.9305, 16.0812, 31.5573, 0, 0, 48.434, 0, 16.0811, 9.15715E-006, 15.1543, 0.409982, 15.5643, 0.516816, 0, 0, 0, 0, 16.0812, 0, 0, 0, 0, 0, 0
3342, 1346.71, -40.7265, 2536.49, 2625.14, 1330.09, 740.101, 2488.12, 2844.69, 0, 0, 1354.59, 24.4978, 16.6426, 32.6897, 48.434, 96.9305, 16.6426, 32.6897, 0, 0, 48.434, 0, 16.6426, 9.28126E-006, 15.6686, 0.432706, 16.1013, 0.541335, 0, 0, 0, 0, 16.6426, 0, 0, 0, 0, 0, 0
3343, 1481.03, 40.5489, 2536.49, 2625.14, 1462.05, 812.753, 2488.12, 2844.69, 0, 0, 1520.73, 58.6839, 18.986, 37.4185, 48.434, 96.9305, 18.986, 37.4185, 0, 0, 48.434, 0, 18.986, 9.84313E-006, 17.82, 0.525105, 18.3451, 0.64093, 0, 0, 0, 0, 18.986, 0, 0, 0, 0, 0, 0
3344, 1618.96, 124.476, 2536.49, 2625.14, 1597.21, 887.128, 2488.12, 2844.69, 0, 0, 1694.1, 96.8972, 21.7372, 42.9732, 48.434, 96.9305, 21.7372, 42.9732, 0, 0, 48.434, 0, 21.7372, 1.05709E-005, 20.3539, 0.629824, 20.9837, 0.753527, 0, 0, 0, 0, 21.7372, 0, 0, 0, 0, 0, 0
